name,genre,rating_val,nearest_station,address
BOX,"Italian, wine bar, pizza",3.43,Shin-Nihonbashi Station,東京都中央区日本橋本石町4-4-16
Yorozuya,"Western food, omelet rice, pasta",3.43,Nakano station,東京都中野区中野2-13-24 コウヘイビル　２Ｆ
Heiji&#39;s udon,"Udon, tempura, izakaya",3.43,Higashifuchu Station,東京都府中市緑町3-3-1 ヴェールメゾン府中
Teppanyaki grow,"Teppanyaki, Yakiniku, Seafood dishes",3.43,Kasuga Station,東京都文京区小石川2-24-2 高橋ビル 101
Kusunoki Rest House,"Japanese food (other), Restaurant (other)",3.43,Hibiya Station,東京都千代田区皇居外苑1-1
SANKYU,"Yakiniku, Korean food",3.43,Oyama Station,東京都板橋区大山町8-10 大塚ビル １Ｆ
Risotto Cafe Tokyo Base Shibuya Branch,"Italian, cafe, bar, liquor (others)",3.43,Shibuya Station,東京都渋谷区宇田川町28-1 高山ランド第１５ビル　７Ｆ
Takumi no Roast Beef Kitchen Fork Nippori,"Dining bar, meat bar, Western food",3.43,Nippori Station,東京都台東区根岸2-21-14
GARIGUETTE,"Sweets (others), cafes, cakes",3.43,Omotesando Station,東京都港区北青山3-7-2 FPG links OMOTESANDO2 1F
Cookin,"Italian, pizza, pasta",3.43,Shinjuku Sanchome Station,東京都新宿区新宿3-6-10 ニューゴールドビル　１Ｆ
fricoto,French,3.43,Gotanda Station,東京都品川区西五反田2-24-7 シティコープ西五反田　１Ｆ
Oden Kappo Inagaki,"Oden, Izakaya",3.43,Hanzomon Station,東京都千代田区平河町1-8-8 桔梗ライオンズマンション平河町　１Ｆ
Kanikugakumai Annex,"Crab, seafood dishes, seafood dishes, Izakaya",3.43,Shimbashi Station,東京都港区新橋2-20-15 新橋駅前ビル1号館 B1F
whole sentence,"Tsukemen, ramen",3.43,Akado Shogakumae Station,東京都荒川区東尾久2-49-9
Maruko,Izakaya,3.43,Hamamatsucho Station,東京都港区浜松町2-12-11
Aji no Gyutan Kisuke Tokyo Station Yaesu North Exit Branch,"Beef tongue, Yakiniku, Izakaya",3.43,Tokyo Station,東京都千代田区丸の内1-9-1 東京駅八重洲北口
Jonan Ramen Shiryu Hatano Script Store,"Ramen, Tsukemen",3.43,Hatanodai Station,東京都品川区旗の台3-11-13
Meister Murakami,"German cuisine, delicatessen, bread",3.43,Musashisakai Station,東京都武蔵野市境南町3-19-8
Asakusa Phantom Roast Pork Growa Growa,"Pork dishes, bistro, charcoal grill",3.43,Asakusa (Tsukuba EXP) Station,東京都台東区浅草2-26-5 ＳＤＳビル 102
Pitango,"pasta, italian",3.43,Nerima Station,東京都練馬区豊玉北5-15-10 2F
Restaurant Toriharu,Set meal/dining room,3.43,Toritsu University Station,東京都目黒区平町1-25-15
Junon,"Western food, hamburger steak, set meals/dining room",3.43,Takanodai Station,東京都小平市たかの台38-3
Monkeyfish Shinogen,"Angler fish, seafood dishes",3.43,Takaracho Station,東京都中央区八丁堀3-9-2
Fukurai restaurant,"Set meals/dining room, croquettes/fries, seafood dishes/seafood dishes",3.43,Omori Kaigan Station,東京都品川区南大井3-6-18
Seasonal vegetables and jujube,"Japanese cuisine, set meals/dining room",3.43,Hatchobori Station,東京都中央区八丁堀1-8-6 ライムライトビル 1F
Sakean Kinsuke,"Izakaya, Japanese cuisine, Seafood cuisine",3.43,Iidabashi Station,東京都新宿区津久戸町3-20 イサミビル 2F
Tsukemen Sumida,"Tsukemen, ramen",3.43,Suitengumae Station,東京都中央区新川1-31-4 Amiwa ビル　１Ｆ
Momojiro Shouten,ramen,3.43,Itabashi Kuyakusho-mae Station,東京都板橋区大山東町28-8 コンフォールT 1F
RUMINA,"Indian cuisine, Indian curry, Izakaya",3.43,Uchisaiwaicho Station,東京都港区新橋2-2-6 高津戸ビル　２Ｆ
Ikejiri soba,"Standing soba, udon, standing izakaya/bar",3.43,Ikejiri Ohashi Station,東京都世田谷区池尻3-2-3 サンケイグランドハイツ 1F
Hakata Tenjin Ochanomizu 1st store,ramen,3.43,Ochanomizu Station,東京都千代田区神田駿河台2-6-15 １Ｆ
Yakiton Buta Bancho Keikyu Kamata,"Yakiton, Motsuyaki",3.43,Keikyu Kamata Station,東京都大田区蒲田4-6-7 Kビル1F
MiKiya&#39;s Guriguri,"Italian, Pasta, Bar Bar",3.43,Gakugeidaigaku Station,東京都目黒区鷹番3-6-16 ケンジントンビル　1F
Eighteen number,Chinese cuisine,3.43,Shinnihonbashi Station,東京都千代田区神田美倉町9
Akasaka Aun main store,"Izakaya, hot pot (others), horsemeat sashimi",3.43,Akasakamitsuke Station,東京都港区赤坂3-21-3 牧野ビル 1F
SUZU CAFE Ginza,"cafe, bistro, pasta",3.43,Ginza-itchome Station,東京都中央区銀座2-6-5 銀座トレシャス 6F
restaurant hong kong,Western food,3.43,Ochiai Minami Nagasaki Station,東京都新宿区西落合1-29-3
essential cooking,"Italian, bar bar, wine bar",3.43,Shimbashi Station,東京都港区新橋3-11-5 新橋協同ビル 1F
67 Gyoza Ebisu,"Gyoza, Ramen, Izakaya",3.43,Ebisu Station,東京都渋谷区恵比寿1-1-7 117ビル 1F
Odaya,"Motsuyaki, Izakaya, Loach",3.43,Fudozen Station,東京都品川区西五反田4-3-5
Locanda Effec,"Italian, pasta, dining bar",3.43,Meiji Jingumae Station,東京都渋谷区神宮前5-10-10
Mizutaki young chicken Marunouchi,"Mizutaki, shochu bar, izakaya",3.43,Otemachi Station,東京都千代田区丸の内1-6-4 丸の内オアゾ 6F
spice heaven,"Indian cuisine, curry (other), vegetable dishes",3.43,Tochomae Station,東京都新宿区西新宿3-7-1 新宿パークタワー B1F
Dejima,"Set meals/Dining room, Champon",3.43,Nishiogikubo Station,東京都杉並区西荻北2-1-7
Iron plate rush! Etika Fit Nagatacho store,"Steak, Western food, pasta",3.43,Nagatacho Station,東京都千代田区永田町1-11-28 Echika fit 永田町 B3F
Bar &amp; Lounge ZATTA Hilton Tokyo,"bar, lounge, cake",3.43,Tochomae Station,東京都新宿区西新宿6-6-2 ヒルトン東京　２Ｆ
Lebre Isetan Shinjuku store,"delicatessen, french",3.43,Shinjuku Sanchome Station,東京都新宿区新宿3-14-1 伊勢丹新宿店 B1F
Ice workshop Ishibashi,"shaved ice, sweet shop",3.43,Sangenjaya Station,東京都世田谷区三軒茶屋1-29-8
Sawanoi Playhouse,"Japanese cuisine, tofu dishes/yuba dishes",3.43,Sawai Station,東京都青梅市沢井2-748
Teppanyaki Kinoshita Ebisu Hanare,"Hot pot (others), beef tongue, izakaya",3.43,Daikanyama Station,東京都渋谷区恵比寿西1-16-8 ドロップイン代官山 B1F
for a long time,"Grilled eel, skewers",3.43,Shimbashi Station,東京都港区新橋2-20-15 新橋駅前ビル1号館 B1F
Alyssara,"Cafe, bread, Asian/ethnic food (other)",3.43,Myogadani Station,東京都文京区小石川4-15-13
Yakiniku Tamura 2nd branch,"Yakiniku, Offal, Korean food",3.43,Ueno Okachimachi Station,東京都台東区上野2-2-6
Chikugo Udon Magari,Udon,3.43,Shin-Otsuka Station,東京都豊島区南大塚2-25-11
Hormone Center Maruchan Nakanobu Main Store,"Offal, Yakiniku, Izakaya",3.43,Nakanobu Station,東京都品川区東中延2-7-18
Saffron Ikebukuro,"Indian food, Indian curry, dining bar",3.43,Higashiikebukuro Station,東京都豊島区東池袋1-28-1 タクトTOビル　201
hatos outside,"Cafe, bar, curry rice",3.43,Shimotakaido Station,東京都世田谷区赤堤4-22-5
Ina village,"Japanese cuisine, fried foods, seafood dishes/seafood dishes",3.43,Ningyocho Station,東京都中央区日本橋人形町2-33-5 OTAYAビル 1F
Machida Shoten Shibuya store,"Ramen, Tsukemen",3.43,Shibuya Station,東京都渋谷区宇田川町11-6 渋谷宇田川KKビル 1F
Shibunya Nerima store,"Izakaya, Yakitori, Yakiton",3.43,Nerima Station,東京都練馬区豊玉北5-20-9
Thanks Nature Ebisu Store,"Italian, Vegetable cuisine, Dining bar",3.43,Daikanyama Station,東京都渋谷区恵比寿西1-30-14 エコー代官山 2Ｆ
Sumiya Shinjuku Shinjuku East Exit Store,"Italian, wine bar, bar bar",3.43,Shinjuku West Exit Station,東京都新宿区新宿3-22-11 ＲＳビル Ｂ１Ｆ
Rekura,"Izakaya, Japanese cuisine, Seafood dishes",3.43,Akasaka Station,東京都港区赤坂2-14-31 ウインド赤坂ビル B1F
Yakiniku Izakaya Tonton,"Yakiniku, Izakaya, Horumon",3.43,Shinagawa station,東京都港区港南2-2-14
Spanish Cuisine Pablo,"Spanish cuisine, bar/bar, seafood/seafood dishes",3.43,Nakameguro Station,東京都目黒区東山1-6-13 リテーラ中目黒102
Delicious sushi and live fish dishes Fish Rice Chofu,"Seafood dishes, seafood dishes, sushi, izakaya",3.43,Chofu Station,東京都調布市布田1-34-1
Masala Hut Ikebukuro store,"Indian food, Nepali food, Indian curry",3.43,Higashi-Ikebukuro Station,東京都豊島区東池袋1-28-3 市川ビル　４Ｆ
Gonpachi,"Yakitori, Izakaya",3.43,Nakai Station,東京都新宿区中落合1-13-2
SONOKO CAFE Ginza store,"Cafe / Tea room (others), Vegetable dishes, Parfait",3.43,Ginza station,東京都中央区銀座5-9-1 銀座幸ビル 1Ｆ
Shibunya Kichijoji store,"Motsuyaki, Yakiton, Izakaya",3.43,Kichijoji Station,東京都武蔵野市吉祥寺南町1-1-5 鮨藤ビル 2F
Motsuyaki Daiki,"Hormone, Yakiniku, Motsuyaki",3.43,Kinshicho Station,東京都墨田区緑4-24-1
Onigiriya Shichiroka,"Japanese food (other), rice balls",3.43,Ningyocho Station,東京都中央区日本橋人形町3-5-6 榎本ビル 1F
Egg specialty Motosue Tokyo Honke,"Bread, sweets (other)",3.43,Azabu Juban Station,東京都港区麻布十番2-14-11
Sushi/Kappo Suzumasa Tokyo Kojimachi branch,sushi,3.43,Kojimachi Station,東京都千代田区麹町4-7-5 麹町ロイヤルビル 1F
Wanmaxuan Orange Ikebukuro Store,"Ramen, Tsukemen",3.43,Ikebukuro Station,東京都豊島区西池袋1-24-6
HiO ICE CREAM Atelier Jiyugaoka,ice cream,3.43,Jiyugaoka Station,東京都世田谷区奥沢7-4-12
Aoyama Flower Market Tea House Atre Kichijoji Branch,Cafe,3.43,Kichijoji Station,東京都武蔵野市吉祥寺南町1-1-24 アトレ吉祥寺 B1F
makinesti coffee,"Cafe, coffee specialty store, cafe/coffee shop (other)",3.43,Kikugawa Station,東京都墨田区緑3-11-5
Wako,"Yakiniku, offal, cold noodles",3.43,Okachimachi Station,東京都台東区上野6-3-6
Hokkaien,"Chinese Cuisine, Dumplings, Yum Cha, Desserts",3.43,Nogizaka Station,東京都港区西麻布2-12-1
Kyoto Beef Yakiniku Sumireya Futakotamagawa,Grilled meat,3.43,Futakotamagawa Station,東京都世田谷区玉川3-20-1 名川ビル　2F
RIGHT,"Dining bar, Okinawan cuisine, Soba",3.43,Nijubashi-mae Station,東京都千代田区丸の内2-6-1 丸の内ブリックスクエア B1F
Tomoyasu Manufacturing Cafe Asakusabashi,"Cafe, dining bar, cafe/cafe (others)",3.43,Asakusabashi Station,東京都台東区浅草橋1-7-2 岩崎ビル 1F
Yakiniku Omi Beef Store Main Branch,"Yakiniku, Horumon, Izakaya",3.43,Shiodome Station,東京都港区新橋4-20-3 市兼ビル1F
BAR of TOKYO Marunouchi Trust Tower store,"Beer hall/beer restaurant, Italian, beer bar",3.43,Tokyo Station,東京都千代田区丸の内1-8-1 丸の内トラストタワーN館　1F
coffee &amp; toast,"Cafe, bakery, coffee shop",3.43,Sangenjaya Station,東京都世田谷区三軒茶屋1-5-16
Sirena,"Italian, pasta, pizza",3.43,Kokubunji Station,東京都国分寺市本町2-13-9 カーサ・クレール1F
Cafe T,"Cafe, Vegetable dishes, French",3.43,Komagome Station,東京都豊島区駒込2-7-15
Uoko,"Set meals, cafeterias, bento boxes",3.43,Ogawamachi Station,東京都千代田区神田美土代町7-3 石川ビル 1F
tonkatsu sunrise,"Tonkatsu, Western food, hamburger",3.43,Higashifushimi Station,東京都西東京市富士町5-1-19
Shin-chan,"Korean food, chicken dishes, izakaya",3.43,Shin-Okubo Station,東京都新宿区百人町1-2-9
Fresh fish caterer Iku no Ie,"Seafood dishes, seafood dishes, bento, tendon, tenju",3.43,Kiba station,東京都江東区東陽1-12-7
CHINA-MOON,Chinese cuisine,3.43,Gakugeidaigaku station,東京都目黒区鷹番3-6-16 サンワビル１Ｆ
orchid,"Ramen, Chinese food, set meals/dining room",3.43,Nakagawara Station,東京都府中市分梅町4-27-10
Motsuyaki Tsumiki Senju Main Store,"Izakaya, Creative cuisine, Motsuyaki",3.43,Kitasenju Station,東京都足立区千住2-29
Nerimano Takuan,"Kushiage, Mizutaki, Izakaya",3.43,Nerima Station,東京都練馬区豊玉北5-22-13 ファミーユフロレスタ1F
Kurobuta Tonkatsu Sengoku Haru Nihon Branch,Pork cutlet,3.43,Kasuga station,東京都文京区本郷4-25-8 猪尾ビル 1F
Kasagi Soba Fujiya Uchikanda Branch,"Soba, Udon, Curry rice",3.43,Ogawamachi Station,東京都千代田区内神田1-4-9 松苗ビル 1F
Katsumoto,"Tonkatsu, croquette fries",3.43,Minamiasagaya Station,東京都杉並区成田東5-35-12 山清ビル　１Ｆ
Le Tokyo French Bakery Esprit,bread,3.43,Denenchofu Station,東京都世田谷区玉川田園調布2-6-21
Authentic Hakata Ramen Semakacchan,ramen,3.43,Kanda Station,東京都千代田区内神田2-11-3 みまさかビル 1F
Yorozuya Matsukaze,"Izakaya, sake bar, shochu bar",3.43,Ikebukuro Station,東京都豊島区西池袋1-24-5
Fragrant car,"Japanese cuisine, Izakaya",3.43,Higashiikebukuro Station,東京都豊島区東池袋1-26-4 サンフラワービル 2F
Charcoal grilled yakitori Nakamuraya,Yakitori,3.43,Keiseitateishi Station,東京都葛飾区立石6-1 - 9
Shiv Mahal,"Indian curry, Indian food",3.43,Shibuya Station,東京都渋谷区道玄坂2-6-2 美奈津ビル　２Ｆ
Musashino vegetable restaurant miluna-na,"Natural food, Cafe, Set meal/Dining room",3.43,Musashisakai Station,東京都武蔵野市境南町2-17-5 センチュリー境南2
Motsuyaki Obuchi,"Motsuyaki, Izakaya, Yakiton",3.43,Keisei Kanamachi Station,東京都葛飾区金町5-26-4
Tsubaki Shokudo,"Izakaya, Japanese cuisine, set meals/dining room",3.43,Hiroo station,東京都渋谷区広尾5-1-23
loach Hirai,"Loach, tempura, seafood dishes",3.43,Honjoazumabashi Station,東京都墨田区吾妻橋1-7-8
Gigas Seafood Bar Tokyo Station Granroof Branch,"Oyster bar, Italian, wine bar",3.43,Tokyo Station,東京都千代田区丸の内1-9-1 グランルーフ B1F
Kobozu,"Izakaya, dining bar, sake bar",3.43,Mita Station,東京都港区芝5-24-16 Ｂ１F
Nakano,Pork cutlet,3.43,Ochanomizu Station,東京都文京区湯島1-10-8
Blood Moon Tokyo design noodles,"Ramen, soupless dandan noodles, tsukemen",3.43,Uchisaiwaicho Station,東京都港区新橋1-17-6 ASK新橋 1F
upper house,"bar bar, italian, pasta",3.43,Kamata Station,東京都大田区西蒲田7-69-1
Toseien,"Chinese food, Chinese noodles (other), gyoza",3.43,Ginza Station,東京都中央区銀座6-2-7
pigtail,"Dining bar, pork dishes",3.43,Jimbocho Station,東京都千代田区神田小川町3-10-3 振天堂戸田ビル 3F
Xihuchun Shanghai Xiaolong Bao Ame Hengdian,"Dumplings, Xiaolongbao",3.43,Ueno Okachimachi Station,東京都台東区上野4-7-8
Seasonal cuisine sami,Japanese food,3.43,Mita Station,東京都港区三田3-4-6
Itoi Tokyo Ramen Yokocho branch,"Ramen, Tsukemen, Gyoza",3.43,Tokyo Station,東京都中央区八重洲2-1 地下街北1
FAIL,"Dining bar, Western cuisine (other), Western food",3.43,Tamachi Station,東京都港区芝浦3-1-21 ホテルプルマン東京田町
Eki Ramen Deep soup Chinese noodles,ramen,3.43,Hirai Station,東京都江戸川区平井3-30-35
Kushiage Aota style,Kushiage,3.43,Funabori Station,東京都江戸川区船堀3-5-1 ル・モンド船堀
Hashio Bazaar,"Dining bar, curry rice, izakaya",3.43,Nishi-Shinjuku Gochome Station,東京都新宿区西新宿4-16-1 西新宿カーネル 103
Bistro D&#39;,"Bistro, French, Wine Bar",3.43,Fuda Station,東京都調布市布田3-55-4 サニーハイツ  1F
Hakata Nagahama Ramen Rokkakudo Hachioji,ramen,3.43,Keio Horinouchi Station,東京都八王子市堀之内2-12-5
sun bird,"Yakitori, izakaya, izakaya/dining bar (other)",3.43,Nishi-Shinjuku Station,東京都新宿区西新宿7-22-48 キャッスルマンション西新宿101
Shizuka Western confectionery shop,"Cakes, Western sweets (other)",3.43,Shirokane Takanawa Station,東京都港区三田5-4-10
Everest,"Indian food, Indian curry, Nepali food",3.43,Keio Horinouchi Station,東京都八王子市別所1-9-1 サンセール中島１Ｆ
Seafood Tango Ami no Shokudo,"Seafood dishes, seafood dishes, set meals, restaurants, shabu-shabu",3.43,Inaricho Station,東京都台東区東上野3-8-4
Tempura Wakayama Kichijoji store,"Tempura, Japanese cuisine, Fugu",3.43,Kichijoji Station,東京都武蔵野市吉祥寺本町2-13-6 CROCE KICHIJOJI  2F
BAJEKO SEKUWA GHAR,"Nepali food, Indian curry, Indian food",3.43,Okubo Station,東京都新宿区百人町1-20-14
La Cocorico Shibuya,"Italian, pizza, pasta",3.43,Shibuya Station,東京都渋谷区渋谷3-27-11 GEMS渋谷 5F
La Rima,"cakes, sweets (others)",3.43,Omori Kaigan Station,東京都大田区大森北3-4-3
Miyoshihachi,"Izakaya, Yakitori, Champon",3.43,Shimbashi Station,東京都港区新橋2-20-15 新橋駅前ビル1号館 B1F
Sushi Kanesho,sushi,3.43,Asakusa (Tsukuba EXP) Station,東京都台東区浅草3-33-9
French Cuisine Leve Son Vert Hongo,French,3.43,Todaimae Station,東京都文京区本郷6-16-4 フォーレスト本郷 1F
Toriyoshi,"Yakitori, Yakitori, Izakaya",3.43,Nishi-Kokubunji Station,東京都国分寺市泉町3-37-25
a long time,Yakitori,3.43,Suitengumae Station,東京都中央区日本橋蛎殻町2-7-8
Edomae Sushi Sanaka Aoyama,sushi,3.43,Meiji Jingumae Station,東京都渋谷区神宮前6-14-1 ３Ｆ
Nirayanamanju Fussa branch,"Chinese food, dim sum/dim sum, ramen",3.43,Higashifussa Station,東京都福生市福生2218
Bubbo Angelo,"Italian, pizza, pasta",3.43,Jiyugaoka station,東京都目黒区自由が丘1-25-12 リード　２Ｆ
constant,"Soba, Izakaya, Sake bar",3.43,Asakusa (Tobu/Toei/Metro) Station,東京都墨田区吾妻橋1-17-1
Jidoriya Gokuu Shinbashi Main Branch,"Yakitori, Izakaya, Mizutaki",3.43,Uchisaiwaicho Station,東京都港区新橋2-3-3 ベネテックビル　１F
Din Tai Fung Shinjuku Store,"Tea, snacks, Chinese cuisine",3.43,Shinjuku Station,東京都渋谷区千駄ヶ谷5-24-2 新宿タカシマヤ 12F
Shibunya Kokubunji store,"Yakitori, Yakitori, Izakaya",3.43,Kokubunji Station,東京都国分寺市本町3-5-1 1～2F
Sheep Guifei Sheep Soup Restaurant,"Chinese food, other meat dishes, gyoza",3.43,Ueno Okachimachi Station,東京都台東区上野4-1-3 仙家ビル B1F
Senmi,"Ramen, tsukemen, soupless dandan noodles",3.43,Musashi Nitta Station,東京都大田区矢口1-7-9
Dean &amp; DeLuca Market Store Shinagawa,"delicatessen, bakery, cafe",3.43,Shinagawa station,東京都港区港南2-18-1 アトレ品川 2F
Seafood Izakaya MARU,"Seafood/seafood dishes, hotpot (other), sake bar",3.43,Kinshicho Station,東京都墨田区江東橋4-29-15
Set meal rice,"Set meal/dining room, katsudon/katsuju",3.43,Nishikasai Station,東京都江戸川区西葛西5-8-16
Taiwan Mazesoba Hanabi Kanda East Exit,Taiwanese Mazesoba,3.43,Kanda station,東京都千代田区鍛冶町2-7-5 日宝神田イーストビル 1F
Ramen Kinkai Hongo,ramen,3.43,Hongo Sanchome Station,東京都文京区本郷3-18-8
Akemi,Japanese sweets,3.43,Kajiwara Station,東京都北区堀船3-30-12
Standing drink Sawayoshi,Standing izakaya/bar,3.43,Iwamotocho Station,東京都千代田区神田須田町2-12-5
YAMAGATA Osake Toryori DAEDOKO,"Izakaya, Japanese food (other), Steak",3.43,Nijubashimae Station,東京都千代田区丸の内2-4-1 丸の内ビルディング 6F
Takumi Gotanda store,"Izakaya, seafood/seafood dishes, hotpot (other)",3.43,Gotanda Station,東京都品川区東五反田1-13-3 デュロス東五反田ビル　3F
Bistro Fukushotei,"Western food, hamburger steak, bistro",3.43,Asakusa (Tsukuba EXP) Station,東京都台東区浅草3-31-7 福昇亭ビル 1F
Bongiolina,"Italian, pasta, pizza",3.43,Ikenoue Station,東京都世田谷区代沢2-36-29
Soba Kiri Kyobashi Yamamoto,Soba,3.43,Kyobashi Station,東京都中央区京橋2-2-1 京橋エドグラン B1F
Ajikan Triangle,"french, italian",3.43,Hanzomon Station,東京都千代田区平河町1-3-7 オーティー平河ビル　１Ｆ
indian,"Ramen, curry rice, Chinese food",3.43,Oji Kamiya Station,東京都北区豊島3-14-11
Hokuriku Cuisine Shinetsu,"Local cuisine (other), Japanese cuisine",3.43,Ningyocho Station,東京都中央区日本橋人形町3-3-9 久米ビル 1F
Musashino restaurant,"Set meals/dining room, Italian, wine bar",3.43,Kokubunji Station,東京都国分寺市本町2丁目3-6 タリホービル１階左
Poluko,"Italian, pork dishes",3.43,Gotanda Station,東京都品川区東五反田2丁目9-7 ピロティ五反田 １F
Western restaurant Sengoku Hongo branch,"Western food, hamburger steak, steak",3.43,Hongo Sanchome Station,東京都文京区本郷4-2-1 芙蓉堂ビル　２Ｆ
Izakaya Jun-chan,"Izakaya, Sake bar, Seafood dishes",3.43,Yotsuya Sanchome Station,東京都新宿区荒木町6-9 ルミエール四谷 １Ｆ
happy factory,"Monjayaki, Okonomiyaki, Izakaya",3.43,Ebisu Station,東京都渋谷区恵比寿西1-13-5 ブラッサム大六天　２Ｆ
Bar&Restaurant COCONOMA,"Italian, dining bar, wine bar",3.43,Roppongi Station,東京都港区西麻布1-11-6 ホテル＆レジデンス六本木 1F
Pure Tofu Inakaya,Korean cuisine,3.43,Azabujuban Station,東京都港区麻布十番4-4-1 １F
Ramen Taiho,"Ramen, tsukemen, abura soba",3.43,Komazawadaigaku Station,東京都世田谷区駒沢1-17-15
Kurofunaya Shimbashi,"Izakaya, creative cuisine, international cuisine",3.43,Shimbashi Station,東京都港区新橋1-4-4 ファッドビル　１Ｆ
Jidoriya Goku Hana,"Yakitori, Izakaya, Mizutaki",3.43,Shimbashi Station,東京都港区新橋2-13-3 杉田ビル2F
Meat Izakaya Nikujuhachibanya Toranomon Branch,"Izakaya, Yakiniku, Hormone",3.43,Toranomon Hills Station,東京都港区虎ノ門1-16-4 アーバン虎ノ門ビル1F
Okonomiyaki character flat,"Okonomiyaki, Izakaya, Monjayaki",3.43,Kojimachi Station,東京都千代田区二番町1-2 番町ハイム１Ｆ
Flamme d&#39;Or,"Beer hall/beer restaurant, bar bar, dining bar",3.43,Asakusa (Tobu/Toei/Metro) Station,東京都墨田区吾妻橋1-23-1 スーパードライホール 1F～3F
Sakaian Chabouzu,"Izakaya, Creative Cuisine, Seafood Dishes",3.43,Ginza-itchome Station,東京都中央区銀座1-4-6  ナスダビル2F
local sake,"Local cuisine (others), Izakaya, Japanese sake bar",3.43,Kudanshita Station,東京都千代田区神田神保町3-5 ニュー徳栄ビル B1F
power lounge central,others,3.43,Haneda Airport Terminal 2 (Tokyo Monorail) Station,東京都大田区羽田空港3-4-2 羽田空港第2旅客ターミナル 3F 国内線出発ロビー
Chaoxia Sliced Noodles,"Sword-cut noodles, Chinese food, Sichuan food",3.43,Hanzomon Station,東京都千代田区麹町1-8 ATIビル 1F
Bistro Oeuf,"Western food, dining bar, omelet rice",3.43,Nakanobu Station,東京都品川区中延6-3-14 ＧＳハイム荏原 1F
Kenmin,"Tsukemen, ramen",3.43,Fudozen Station,東京都品川区西五反田5-12-3
Nikusho no Beef Tongue Tannosuke Sakaba Otemachi,"Beef tongue, Izakaya, Japanese food (other)",3.43,Otemachi Station,東京都千代田区大手町1-1-1 大手町パークビルディング B1F
Tsukasa Garden,"Yakiniku, Izakaya, Horumon",3.43,Kanda Station,東京都千代田区内神田3-22-4 花喜久ビル 1F
Tinsagunu flower,"Okinawa cuisine, Izakaya, Okinawa soba",3.43,Daitabashi Station,東京都杉並区和泉1-3-15 沖縄タウン大都市場内
Red meat Janka Akasaka,"Yakiniku, beef tongue, izakaya",3.43,Akasaka Station,東京都港区赤坂2-18-19 赤坂シャレーⅡ 1F
Yamatoya Hanzo,"Seafood dishes, seafood dishes, Izakaya, seafood",3.43,Akasaka Station,東京都港区赤坂5-3-1 赤坂Bizタワー 1F
Wada Sushi,"Sushi, standing sushi",3.43,Shimbashi Station,東京都港区新橋3-17-6 田川ビル 1F
A small bakery on 3rd Street,bread,3.43,Shinjuku Sanchome Station,東京都新宿区新宿5-15-7 東晃ビル1F (ホテルサンライト新宿隣)
"Geisei Village, Kochi Prefecture Tosa Kamo Nihonbashi","Izakaya, shabu-shabu, ramen",3.43,Nipponbashi Station,東京都中央区日本橋2-2-4 せっつビル 4F
Manmajima,Izakaya,3.43,Koenji Station,東京都杉並区高円寺南4-27-18 ケーアイ高円寺ビル 1F
Hamburg diner maru,"Hamburger, steak, western food",3.43,Oimachi Station,東京都品川区東大井5-23-13
Cafe Ole! Suitengu,"cafe, pancakes",3.43,Suitengumae Station,東京都中央区日本橋蛎殻町1-29-12 和田ビル 1F
Tokusen,"Tempura, sushi, katsudon/katsuju",3.43,Asakusa (Tsukuba EXP) Station,東京都台東区浅草2-4-4
hat coffee,"cafe, coffee shop",3.43,Tawaramachi Station,東京都台東区寿3-15-6
Buckwheat noodles Sakamoto,"Soba, Japanese food (others), Katsudon/Katsuju",3.43,Ookayama Station,東京都大田区北千束1-42-1 1F
Tonkatsu Yamato,"Tonkatsu, Izakaya, Katsudon/Katsuju",3.43,Kanda station,東京都千代田区鍛冶町1-7-1
Kado Shin West Exit,"Seafood dishes/seafood dishes, tempura, izakaya",3.43,Shinjuku Station,東京都新宿区西新宿1-12-6
Kushidokoro Kobayashi,"Izakaya, Kushiage, Creative cuisine",3.43,Kayabacho Station,東京都中央区日本橋茅場町2‐16-8 1階
Yakiniku/Salt Hormone Sanchan,"Yakiniku, Horumon, Izakaya",3.43,Ogawamachi Station,東京都千代田区内神田1-11-10 コハラビル B1F
UMAMI BURGER Aoyama store,"Hamburger, cafe, dining bar",3.43,Omotesando Station,東京都港区北青山3-15-5 ポルトフィーノ 1F
Kisaragi-tei,Set meal/dining room,3.43,Sakurashinmachi Station,東京都世田谷区桜新町1-40-10
Tonkatsu Yutaka,Pork cutlet,3.43,Waseda (Metro) Station,東京都新宿区喜久井町38
Abalone Tei,"Japanese cuisine, seafood dishes",3.43,Nerima Station,東京都練馬区練馬1-35-1
Azabu Tosaka,"Yakitori, wine bar, chicken dishes",3.43,Azabu Juban Station,東京都港区麻布十番1-2-8 麻布タカノビルディング　２Ｆ
Kameya,Japanese sweets,3.43,Asakusa (Tobu/Toei/Metro) Station,東京都台東区浅草1-37-1
Robatasakacho Gogo,"Izakaya, Seafood dishes, Robatayaki",3.43,Iidabashi Station,東京都新宿区神楽坂4-4 1F
Erse Bachelor&#39;s Hall,"sushi, japanese food",3.43,Jimbocho Station,東京都千代田区神田錦町3-28 学士会館
Restaurant Mannakaya,Japanese food (other),3.43,Iidabashi Station,東京都千代田区飯田橋4-6-7 河野ビル1F
Yakitori Tsukune Nishi-Shinbashi Main Store,Yakitori,3.43,Toranomon Station,東京都港区西新橋1-22-7 佐野ビル 1F
