name,genre,rating_val,nearest_station,address
akasaka hydrangea,"japanese cuisine, local cuisine (others), izakaya",3.47,akasaka station,東京都港区赤坂3-15-4 ネピロード赤坂B1F
hachijojima local cuisine genpachi boatman koiwa main branch,"izakaya, seafood dishes, local cuisine (other)",3.47,koiwa station,東京都江戸川区西小岩1-27-6
kamoichi wine bar sun,"bistro, italian, wine bar",3.47,nakaokachimachi station,東京都台東区東上野1-18-4 ピースビル 1F
taejongdae,"korean food, yakiniku, seafood dishes",3.47,shinokubo station,東京都新宿区百人町1-6-15 Ｎ・Ｋビル　２Ｆ
italian bar il cadoccio,"italian, bar bar, bistro",3.47,keisei ueno station,東京都台東区上野6-13-1 フォーラム味ビルB1
mrs istanbul,"turkish cuisine, bread/sandwiches (other), ice cream",3.47,haneda airport terminal 2 (tokyo monorail) station,東京都大田区羽田空港3-4-2 羽田空港第2旅客ターミナル 3F アッパーデッキトウキョウ内
ladybug,"italian, pasta, wine bar",3.47,omotesando station,東京都渋谷区渋谷2-2-4 青山アルコーブ 2F
the hamburger,hamburger,3.47,jimbocho station,東京都千代田区神田小川町3-10 ３Ｆ
tsukii akasaka,"chinese food, soft-shelled turtle, chinese hotpot/hotpot",3.47,akasaka station,東京都港区赤坂5-1-30
tenku lounge top of tree tokyo skytree town solamachi,"dining bar, steak, cafe/coffee shop (other)",3.47,oshiage station,東京都墨田区押上1-1-2         東京スカイツリータウン ソラマチ 31F
marusho hongo sanchome,fried noodles,3.47,hongo sanchome station,東京都文京区本郷3-42-7
menshubou minnowa akasaka,"izakaya, curry (other), offal hotpot",3.47,akasaka station,東京都港区赤坂6-3-16 赤坂瀬戸ビル 1F
fukutake main store,"izakaya, motsunabe, seafood dishes",3.47,higashi ginza station,東京都中央区築地4-2-7 フェニックス東銀座　Ｂ１Ｆ
chuanyoumen,yakitori,3.47,azabujuban station,東京都港区麻布十番2-8-3 ディケンズ麻布 B1F
chess garden,"hamburger, cafe",3.47,hatagaya station,東京都渋谷区幡ヶ谷1-6-5 1F
la brangelie quignon ecute tachikawa,"bread, sweets (others), sandwiches",3.47,tachikawa station,東京都立川市柴崎町3-1-1 エキュート立川 エキナカWEST
shiretoko sushi daimaru tokyo branch,"bento, sushi, etc.",3.47,tokyo station,東京都千代田区丸の内1-9-1 大丸東京店 B1F
tonbuta teji roppongi store,"yakiniku, korean food, izakaya",3.47,roppongi station,東京都港区六本木4丁目12-10 グレイト綱ビルB1F
otodo shokudo kasai branch,"ramen, set meals/dining room",3.47,kasai station,東京都江戸川区東葛西6-15-1 コウセツビル 1F
imagawa shokudo machida branch,"seafood dishes/seafood dishes, izakaya, set meals/dining room",3.47,machida station,東京都町田市森野1-39-5 第二モリビル 2F
kozen,"izakaya/dining bar (other), sake bar",3.47,shimokitazawa station,東京都世田谷区北沢2-33-2 第二周和 １Ｆ
ramen sawata,"ramen, tsukemen",3.47,kichijoji station,東京都武蔵野市吉祥寺南町1-1-4 三河屋ビル 1F
motsuyaki wakuya,"motsuyaki, izakaya, oden",3.47,kinshicho station,東京都墨田区錦糸2-3-2
kikuya,"izakaya, grilled offal, pork dishes",3.47,shinjuku nishiguchi station,東京都新宿区西新宿1-2-4
garlic and,ramen,3.47,hitotsubashi gakuen station,東京都小平市学園東町436-1
kouya esora ikebukuro,"dandan noodles, dim sum, dim sum, soupless dandan noodles",3.47,ikebukuro station,東京都豊島区西池袋1-12-1 Esola池袋 6F
noriben ichinoya yasukuni dori main store,lunch box,3.47,kudanshita station,東京都千代田区九段南2-2-5
roquace,"bread, cafe, bagel",3.47,ekoda station,東京都練馬区栄町1-8 小間屋ビル1F
tsubameya,"steak, dining bar, wine bar",3.47,ginza-itchome station,東京都中央区銀座1-2-1 紺屋ビル
rise in the morning,"creative cuisine, seafood cuisine, horse meat cuisine",3.47,shinjuku nishiguchi station,東京都新宿区西新宿1-2-14
red pepper ebisu,"bistro, dining bar, wine bar",3.47,ebisu station,東京都渋谷区恵比寿1-12-5 安島ビル　１Ｆ
seiji nakano,"bar bar, sake bar, izakaya",3.47,nakano station,東京都中野区中野3-35-7 松井ビル 1F
house of goodness,"chinese food, ramen",3.47,edogawabashi station,東京都文京区関口1-9-13
darjeeling hongo store,"indian food, indian curry, curry (other)",3.47,hongo sanchome station,東京都文京区本郷5-26-5
moty futako tamagawa,"indian food, indian curry",3.47,futakotamagawa station,東京都世田谷区玉川2-23-3 ＤＯＧＷＯＯＤ　ＰＬＡＺＡ　７F
number a,"cafe, western food",3.47,omotesando station,東京都港区北青山3-12-2 ふじマンション 1F
buffet and cafe slopeside diner zakuro,"buffet, western food, sukiyaki",3.47,takanawadai station,東京都港区高輪3-13-1 グランドプリンスホテル新高輪 B1F
hanyang building,"shanghainese cuisine, chinese cuisine, tea and dim sum",3.47,jimbocho station,東京都千代田区神田小川町3-14-2 漢陽ビル 1F・2F
peace of mind,"yakiniku, horumon, izakaya",3.47,tachikawa station,東京都立川市曙町2-14-10 エトロワビル2F
ebisu fry bar,"soba, izakaya, tempura",3.47,ebisu station,東京都渋谷区恵比寿1-26-13 ぼくみつマンション1F
restaurant tokiwa,"set meal/dining room, izakaya, katsudon/katsuju",3.47,arakawa nana-chome station,東京都荒川区荒川7-14-9
aoyama elysion house,"italian, french, sweets (others)",3.47,aoyama-itchome station,東京都港区赤坂8-2-10
itaria kid,"pasta, italian, western/european cuisine (other)",3.47,kunitachi station,東京都国立市東1-15-18 白野ビル　１Ｆ
mendokoro obisho,"ramen, tsukemen",3.47,shintomicho station,東京都中央区新富1-16-4 佐藤ビル1階
thai food stall laolao,"thai food, izakaya, monjayaki",3.47,ebisu station,東京都渋谷区恵比寿4-4-14 イナビル 1F
mapa university ueno main store,"sichuan cuisine, asian and ethnic cuisine (others), izakaya",3.47,keisei ueno station,東京都台東区上野2-14-31 レイクサイドビル 7F
bistro creante tokyo,"western food, steak, curry rice",3.47,tokyo station,東京都千代田区丸の内1-9-1 東京駅一番街 B1F
nagao chinese soba kanda branch,ramen,3.47,ogawamachi station,東京都千代田区神田小川町1-7 神田小川町ハイツ108
turkish restaurant istanbul ginza,"turkish, mediterranean",3.47,hibiya station,東京都中央区銀座7-2 銀座コリドー 街　1Ｆ
uoya shimbashi,"izakaya, seafood/seafood dishes",3.47,shimbashi station,東京都港区新橋3-14-4 豊島ビル 1F
chazuke shikahiya,"izakaya, japanese food (other), tonkatsu",3.47,shimbashi station,東京都港区新橋2-9-13
shanghai gyoza ryoka,"gyoza, chinese food, chinese noodles (other)",3.47,mita station,東京都港区芝5-30-6
songkran,"thai food, thai curry",3.47,gakugeidaigaku station,東京都目黒区鷹番3-7-4 五十嵐ビル 1F
ginza toriya premium,"yakitori, wine bar, chicken dishes",3.47,ginza station,東京都中央区銀座6-5-15 能楽堂飯島ビル　5F
kyoto saryo suisen shinjuku branch,sweet shop,3.47,tochomae station,東京都新宿区西新宿2-6-1 新宿住友ビル 1F
danoi takanawa,"italian, pasta",3.47,takanawadai station,東京都港区高輪4-7-6 品川東武ホテル 1F
hakata chicken soba hanamidori shinjuku mitsui building store,"ramen, soba/udon/noodles (others), fried chicken",3.47,tochomae station,東京都新宿区西新宿2-1-1 新宿三井ビル B1F
laughing ginger,set meal/dining room,3.47,ekoda station,東京都練馬区栄町4-10
osteria lalibela,"italian, vegetable dishes, wine bar",3.47,ebisu station,東京都渋谷区恵比寿南1-18-11 西田ビル 1F
haisai,"okinawan cuisine, pork cutlet, izakaya",3.47,shimbashi station,東京都港区新橋3-3-3 新橋パイオニアビル 5F
pork specialty restaurant tonkatsu nori,"tonkatsu, shabu-shabu, izakaya",3.47,nakano station,東京都中野区中野5-56-15
eight carts of japanese cuisine,japanese food,3.47,iidabashi station,東京都千代田区飯田橋4-2-5
orimine bakers shin-ohashi store,"bread, sandwich",3.47,morishita station,東京都江東区新大橋1-9-5
musashino udon kobushi ecute tachikawa store,udon,3.47,tachikawa station,東京都立川市柴崎町3-1-1 ecute立川 2F
omi family,"soba, tempura, izakaya",3.47,shin-okubo station,東京都新宿区百人町2-4-1 サンビルディング1階
daishiman ginza core,"japanese cuisine, local cuisine (other), seafood dishes",3.47,ginza station,東京都中央区銀座5-8-20 銀座コア  9Ｆ
natwa,"bistro, wine bar, italian",3.47,ogikubo station,東京都杉並区荻窪5-10-21 B1F
fish shop,"seafood dishes, seafood dishes, izakaya",3.47,nakano station,東京都中野区中野5-56-15 金井ビル 1F
fili di cento anni,"italian, wine bar, pasta",3.47,shinsen station,東京都渋谷区道玄坂1-22-12 和孝渋谷ビル　１Ｆ
mongolian ulaanbaatar,"asian/ethnic cuisine (other), genghis khan, gyoza",3.47,ryogoku station,東京都墨田区両国3-22-11 2F
profit,udon,3.47,shimbashi station,東京都港区新橋4-18-1 鳥新ビル 1F
takayama of fillet meat kinshicho branch,"bbq, izakaya, steak",3.47,kinshicho station,東京都墨田区江東橋3-11-2 YS錦糸町ビル B1F
kuniomi,"french, italian, steak",3.47,ebisu station,東京都渋谷区恵比寿1-24-12 シェルクレール恵比寿 1F
yakiya ogikubo,"standing bar/izakaya, izakaya, charcoal grill",3.47,ogikubo station,東京都杉並区荻窪5-29-3
nabucco cuisine,"italian, pasta, wine bar",3.47,ginza-itchome station,東京都中央区銀座2-4-12  ミキモトギンザ2 7F
three is,"japanese cuisine, charcoal grill, izakaya",3.47,minami-shinjuku station,東京都渋谷区代々木2-11-12 田中ビル Ｂ1Ｆ
kitchen aoki,"western food, curry rice",3.47,iidabashi station,東京都千代田区飯田橋4-8-11
tokyo meat tavern asakusabashi sohonten,"izakaya, italian, creative cuisine",3.47,asakusabashi station,東京都台東区浅草橋1-19-2
yakiniku dining grow,"yakiniku, dining bar, wine bar",3.47,nihonbashi station,東京都中央区日本橋3-8-9 日本橋ホリビル　B1F
beef cutlet aona okachimachi main store,"fried food, beef dishes, beef cutlets",3.47,okachimachi station,東京都台東区上野6-5-7 JUNビル 1F
handmade soba chirin,"soba, izakaya/dining bar (others)",3.47,musashikoyama station,東京都品川区小山3-5-20
grand castella tokyo skytree town solamachi,sweets (other),3.47,tokyo skytree station,東京都墨田区押上1-1-2 東京スカイツリータウン・ソラマチ 2F
cuisine yuzu,set meal/dining room,3.47,ogikubo station,東京都杉並区荻窪4-21-18 荻窪スカイハイツ102
fresh hormone rambo,"hormone, yakiniku",3.47,azabu juban station,東京都港区元麻布3-10-1
kanji,izakaya,3.47,higashinakano station,東京都中野区東中野1-35-1 はりまビル ２Ｆ
kitchen dada,"western food, hamburger",3.47,kamiyacho station,東京都港区虎ノ門3-7-8
wave,ramen,3.47,kitaayase station,東京都足立区谷中4-13-12
1000 ryo,izakaya,3.47,shibuya station,東京都渋谷区道玄坂1-6-6
tenmaya shimokitazawa branch,"curry rice, bread",3.47,shimokitazawa station,東京都世田谷区北沢2-12-12 桑田ビル 1F
nihonbashi honjinbo,"soba, japanese food, sake bar",3.47,nihonbashi station,東京都中央区日本橋2-2-16 コンフォートスクエア　1F
tokyo butchers with okachi beer lab,"bar bar, bistro, beer bar",3.47,okachimachi station,東京都台東区上野5-10-9
ginza sushi tajima,"sushi, japanese food, bento",3.47,ginza station,東京都中央区銀座6-4-12 銀座KNビル 5F
royal garden,"nepalese cuisine, indian curry, southeast asian cuisine (other)",3.47,okubo station,東京都新宿区百人町2-17-11 ますだビル B1F
ichichiya tachikawa,"ramen, tsukemen",3.47,tachikawa minami station,東京都立川市柴崎町3-1-9
diya roppongi hills store,"indian curry, indian food, curry rice",3.47,roppongi station,東京都港区六本木6-10-1 六本木ヒルズ ヒルサイド　B1F
goldfish noodles,"ramen, dandan noodles without soup",3.47,awajicho station,東京都千代田区神田司町2-16-10 至誠堂ビル B1F
johan nihonbashi joan,"bread, bagel",3.47,mitsukoshimae station,東京都中央区日本橋室町1-4-1 日本橋三越本店本館 B1F
japanese teppan ginza sakugetsu,"steak, teppanyaki, japanese cuisine",3.47,ginza station,東京都中央区銀座3-3-14 銀座グランディア2　9F
tsukiji whale,"whale dishes, seafood dishes, izakaya",3.47,tsukiji market station,東京都中央区築地4-10-17
yamato suisan mikawashima store,"seafood dishes/seafood dishes, seafood bowl",3.47,mikawashima station,東京都荒川区荒川3-61-4
krua thai,"thai food, thai curry",3.47,tsutsujigaoka station,東京都調布市西つつじケ丘2-1-10
sushi ishikawa,sushi,3.47,shinjuku nishiguchi station,東京都新宿区西新宿1-6-1 新宿エルタワー
saudade,"spanish cuisine, wine bar, dining bar",3.47,shinjuku sanchome station,東京都新宿区新宿3-9-3 高盛8ビル 3F
sky tree cafe floor 350,"cafe, ice cream",3.47,tokyo skytree station,東京都墨田区押上1-1-2 天望デッキ フロア350
toritomihisa,"yakitori, japanese sake bar, chicken dishes",3.47,kanda station,東京都千代田区神田多町2-2
tavern sinatra tokyo station,"izakaya, seafood dishes, japanese sake bars",3.47,tokyo station,東京都千代田区丸の内1-9-1 東京駅一番街 2F 東京グルメゾン
yamashiroya shozo,"japanese cuisine, wine bar",3.47,shibuya station,東京都渋谷区道玄坂2-6-4 ２Ｆ
hirashima daimaru tokyo store,"sushi, conger eel",3.47,tokyo station,東京都千代田区丸の内1-9-1 大丸東京店 B1F
meijia,"sweets parlor, japanese food (others), shaved ice",3.47,nakano station,東京都中野区中野5-58-6
the pig ＆ the lady,"vietnamese, asian/ethnic (others), french",3.47,ebisu station,東京都渋谷区恵比寿南1-4-15 恵比寿銀座クロスビル 2F
koshuya sakaba,izakaya,3.47,machiya ekimae station,東京都荒川区荒川6-5-3
hinai komachi shibuya store,"yakitori, izakaya, sake bar",3.47,shinsen station,東京都渋谷区道玄坂1-15-11 龍昌ビル B1F･1F
okameshi nihonbashi kanifuku,"crab, japanese cuisine, seafood dishes",3.47,nihonbashi station,東京都中央区日本橋1-2-2 親和ビル1F
chinese famous dish longfang daikanyama store,"beijing cuisine, chinese cuisine",3.47,daikanyama station,東京都渋谷区恵比寿西1-33-36 代官山オクターヴコート代官山 B1F
menyaso niku soba main store,"ramen, tsukemen",3.47,tokiwadai station,東京都板橋区常盤台1-5-6 KAZAN常盤台101
my italian tokyo,"italian, steak, pasta",3.47,ginza-itchome station,東京都中央区銀座1-8-19 キラリト　ギンザB1F
maruyama gyoza manufacturing,dumpling,3.47,koenji station,東京都杉並区高円寺南4-28-10 高円寺リリエンハイム 1F
crab fried rice shop shibuya,"chinese food, set meal/dining room, crab",3.47,shibuya station,東京都渋谷区宇田川町31-4 篠田ビル　３Ｆ
upstairs,"italian, pizza, dining bar",3.47,nogizaka station,東京都港区六本木7-3-10
birds flourish,yakitori,3.47,nishikasai station,東京都江戸川区西葛西5-5-16 ツボイビル　１Ｆ
bistro chikara,"french, bistro, wine bar",3.47,kamiyacho station,東京都港区虎ノ門 3-11-8 山田ビル 1Ｆ
thai restaurant chaos coredo nihonbashi branch,"thai cuisine, asian/ethnic cuisine (others), dining bar",3.47,nihonbashi station,東京都中央区日本橋1-4-1 コレド日本橋 4F
hello annex,"dumplings, chinese cuisine, yum cha, desserts",3.47,keikyu kamata station,東京都大田区蒲田4-25-7 ハネサム21 B1F
adding oysters by shellman,"seafood dishes, oyster bar, crab",3.47,tsukishima station,東京都中央区月島3-6-5
joetsu yasuda ginza 2-chome store,"izakaya, seafood/seafood dishes, japanese cuisine",3.47,ginza-itchome station,東京都中央区銀座2-5-19 PUZZLE銀座 5F
kihachi italian isetan tachikawa store,"italian, pasta",3.47,tachikawa north station,東京都立川市曙町2-5-1 伊勢丹立川店 8F
ushi 8 kinshicho store,"yakiniku, horumon, izakaya",3.47,kinshicho station,東京都墨田区江東橋2-18-4 村山ビル 1F
charcoal-grilled platter,"izakaya, charcoal grill, seafood/seafood dishes",3.47,kitasenju station,東京都足立区千住2-31 白石ビル2F
dogenzaka fishing,"japanese food (other), izakaya, seafood dishes",3.47,shibuya station,東京都渋谷区道玄坂1-6-5 九鬼ビル1Ｆ
obika mozzarella bar roppongi hills,"italian, pizza, wine bar",3.47,roppongi station,東京都港区六本木6-4-1 六本木ヒルズ ハリウッドビューティープラザ 1F
kurai store,"set meals/restaurants, pubs, bento boxes",3.47,keisei seiseki station,東京都葛飾区立石2-18-4
kamamoto tanmaiei ebisu,"beef tongue, izakaya/dining bar (other)",3.47,ebisu station,東京都渋谷区恵比寿南1-3-8 フルール橘 1F
golden brown,"hamburgers, sandwiches",3.47,ikejiri ohashi station,東京都目黒区東山2-3-1 青木ビル 1F
pescaderia ginza store,"oyster bar, seafood, italian",3.47,ginza station,東京都中央区銀座7-7-11 第一菅原ビル　Ｂ１Ｆ
the good vibes,hamburger,3.47,shibaurafuto station,東京都港区海岸3-13-12 バウハウス芝浦 1F
yakitori miyagawa akasaka,"yakitori, izakaya, chicken dishes",3.47,tameike sanno station,東京都港区赤坂1-8-1 赤坂インターシティAIR B1F
mita yamadaya,"fugu, seafood, seafood, japanese cuisine",3.47,mita station,東京都港区三田3-1-19
keika ramen shinjuku funten,"ramen, chinese food, dim sum/dim sum",3.47,shinjuku west exit station,"東京都新宿区新宿3-21-4 第2サンパークビル B1,2F"
restaurant rattan,"french, cafe, western food",3.47,jimbocho station,東京都千代田区神田錦町3-28 学士会館　１Ｆ
yukun sake brewery shinbashi store,"izakaya, local cuisine (other), ramen",3.47,uchisaiwaicho station,東京都港区新橋1-16-4 りそな新橋ビル B1F
standing drink class,"izakaya, tachinomi izakaya/bar, sports bar",3.47,kinshicho station,東京都墨田区錦糸4-1-8
rachan specialty store gamushara kamata store,ramen,3.47,kamata station,東京都大田区西蒲田8-23-8
kitchen cello,"bar bar, wine bar, italian",3.47,meguro station,東京都品川区上大崎2-13-44 大庭ビル　１Ｆ
yakiniku jojoen sansantei higashiikebukuro store,grilled meat,3.47,ikebukuro station,東京都豊島区東池袋1-2-4
kabuto azabujuban store,"yakiniku, shabu-shabu, sukiyaki",3.47,azabujuban station,東京都港区麻布十番3-2-12 シンシア麻布十番 B1F
kai soba,"soba, curry rice, katsudon, katsuju",3.47,omori kaigan station,東京都品川区南大井3-33-6 ２階
cantina siciliana ginza 6-chome,"italian, dining bar, wine bar",3.47,ginza station,東京都中央区銀座6-2-6 １F～３F
tamaya kichijoji,"yakitori, izakaya, creative cuisine",3.47,kichijoji station,東京都武蔵野市吉祥寺本町1-34-2
taiping house,"izakaya, loach, eel",3.47,minamisenju station,東京都荒川区南千住4-4-1
azuma family,"ramen, tsukemen",3.47,okubo station,東京都新宿区北新宿4-2-1 淀橋青果市場東京都事務所 1F
puccii komagome store,"italian, pizza, pasta",3.47,komagome station,東京都北区田端4-3-11
yajima,sushi,3.47,shibuya station,東京都渋谷区東1-26-31 大島ビル　Ｂ１Ｆ
ippei nihombashi,"oden, japanese cuisine, soba",3.47,kyobashi station,東京都中央区日本橋3-4-10 スターツ八重洲中央ビル B1F
koganei taishoken,"tsukemen, ramen",3.47,musashi-koganei station,東京都小金井市貫井南町2-16-12
chinese restaurant shinsanyo,chinese cuisine,3.47,tabata station,東京都北区田端2-1-18
base q cafe by royal garden cafe,cafe,3.47,hibiya station,東京都千代田区有楽町1-1-2 東京ミッドタウン日比谷 6F
abura soba kasugatei kinshicho,"abura soba, ramen, chinese noodles (other)",3.47,kinshicho station,東京都墨田区江東橋3-9-1
chongqing fuxinqiao,"sichuan cuisine, chinese pot/hot pot, izakaya",3.47,uchisaiwaicho station,東京都港区新橋2-2-4 新橋パイオニアビル２　２Ｆ
chinese restaurant kiraku,"chinese food, chinese noodles (other)",3.47,omori station,東京都大田区大森北1-7-4
bangkok cosmo restaurant,"thai food, izakaya/dining bar (other), thai curry",3.47,jimbocho station,東京都千代田区西神田2-1-13 櫻井ビル 1F
ramen moritaro,"ramen, tsukemen, chinese food",3.47,kanda station,東京都千代田区内神田3-17-10 中島ビル1F
la befana shimokitazawa,"italian, pizza, pasta",3.47,shimokitazawa station,東京都世田谷区代田5-31-3
congee noodle dressing room kiki,"chinese congee, chinese noodles (others), southeast asian cuisine (others)",3.47,gaienmae station,東京都渋谷区神宮前2-6-6 秀和外苑レジデンス　１Ｆ
chinese fortune,"chinese food, ramen",3.47,ikebukuro station,東京都豊島区南池袋2-14-1
kappo yoshiba,"chanko nabe, sushi",3.47,kuramae station,東京都墨田区横網2-14-5
meat loaf uno tamachi sanno store,"steak, hamburger, yakiniku",3.47,tameike sanno station,東京都港区赤坂2-8-14 丸玉第3ビル 1F
breakfast bar nanikore shokudo,"izakaya, offal cuisine, izakaya/dining bar (other)",3.47,koshinzuka station,東京都豊島区巣鴨4-27-10
marzac,"bar bar, tavern, bistro",3.47,omotesando station,東京都渋谷区渋谷2-2-3 ルカビルⅡ　1F
kazuyuki 2nd passenger terminal building haneda airport store,pork cutlet,3.47,haneda airport terminal 2 (tokyo monorail) station,東京都大田区羽田空港3-4-2 羽田空港第2旅客ターミナル 4F
otaru masazushi shinjuku,"sushi, japanese food (other), seafood dishes",3.47,shinjuku station,東京都渋谷区千駄ヶ谷5-24-2 新宿タカシマヤ 14F
hamburger shop bear,"hamburg steak, western food, curry rice",3.47,kuramae station,東京都台東区駒形2-3-4
rotating toyama sushi ginza,"conveyor belt sushi, sushi, izakaya",3.47,uchisaiwaicho station,東京都中央区銀座8-2-16 FUNDES銀座 B1F
ringo ikebukuro store,western sweets (other),3.47,ikebukuro station,東京都豊島区南池袋1-28-2 JR池袋駅 1F
afternoon tea love and table omotesando,cafe,3.47,omotesando station,東京都渋谷区神宮前4-3-2
ryuki,"dandan noodles, dim sum/dim sum, chinese cuisine",3.47,togoshi station,東京都品川区戸越2-6-4 杵渕ビル 1F
motsuyaki inagaki morishita store,"izakaya, motsuyaki, yakitori",3.47,morishita station,東京都江東区森下1-12-5 ライオン堂ビル 1F
standing bar sanbun,"standing bar/bar, japanese cuisine, seafood/seafood dishes",3.47,hibiya station,東京都千代田区有楽町1-1-2 東京ミッドタウン日比谷 3Ｆ
shimizu hanare,"yakiton, offal hotpot, izakaya",3.47,shimbashi station,東京都港区新橋3-26-4 相互ビル 101
cafe du toit,"cafe, western food",3.47,azabu juban station,東京都港区麻布十番1-2-1
noodle shop dougenbouzu,"ramen, tsukemen, etc.",3.47,shin-nakano station,東京都中野区本町4-30-11 アーク新中野 1F
take-chan,"kushiage, local cuisine (other), izakaya",3.47,mita station,東京都港区芝5-20-19
kusa no ie akasaka store,"yakiniku, korean food, izakaya",3.47,akasaka station,東京都港区赤坂2-14-33 赤坂三田ビル 藤会館 3F
tonkatsu maruyama,pork cutlet,3.47,keikyu kamata station,東京都大田区東蒲田2-24-2
kitchen nankai shimokitazawa branch,"western food, curry rice, croquettes/fries",3.47,shimokitazawa station,東京都世田谷区北沢2-13-5 伊奈ビル 1F
meishou si,"sushi, japanese food (others), seafood dishes",3.47,shiodome station,東京都港区東新橋1-8-1 カレッタ汐留 46F
buffet dining porto,"viking, sushi, tempura",3.47,onarimon station,東京都港区芝公園3-3-1 東京プリンスホテル　3Ｆ
daruma,"izakaya, skewers, seafood/seafood dishes",3.47,kiyosumi-shirakawa station,東京都江東区三好2-17-9
ramen yellow okachimachi,ramen,3.47,suehirocho station,東京都台東区台東2-7-4 和田ビル 1F
power lounge south,others,3.47,haneda airport terminal 1 (tokyo monorail) station,東京都大田区羽田空港3-3-2 羽田空港第1旅客ターミナル 2F 南ウイング ゲートラウンジ内
bistro thirty-five section house,"izakaya, seafood/seafood dishes, creative cuisine",3.47,shinsen station,東京都渋谷区円山町1-1 SHIBUYA HOTEL EN B1F
dontatsu suidobashi,rice bowls (other),3.47,suidobashi station,東京都千代田区神田三崎町2-11-13 MMビルII １Ｆ
hidariuma densuke south exit,"horse meat dishes, oden, izakaya",3.47,tachikawa station,東京都立川市錦町1-5-28 谷野ビル 1F
homemade sausage frankfurt main store,"delicatessen, bread, bread sandwiches (other)",3.47,nishiogikubo station,東京都杉並区西荻南3-24-1
tsuji village,"tempura, tendon, tenju",3.47,suitengumae station,東京都中央区日本橋箱崎町27-5 ニューシティハイツ日本橋　１Ｆ
sea and,"izakaya, seafood/seafood dishes, sake bar",3.47,takadanobaba station,東京都豊島区高田3-13-6 １F
ramen jaka jaka,"ramen, abura soba",3.47,ochiai station,東京都新宿区上落合1-29-6
chinese soba toriko,"ramen, tsukemen, abura soba",3.47,chitose karasuyama station,東京都世田谷区南烏山5-32-14
restaurant luke with sky lounge,"dining bar, italian, beer garden",3.47,tsukiji station,東京都中央区明石町8-1 聖路加ガーデン 47F
tokyo bar,"bar, bar, standing bar, italian",3.47,akabane station,東京都北区赤羽1-1-1 エキュート赤羽
heart day,"eel, izakaya",3.47,ningyocho station,東京都中央区日本橋蛎殻町1-14-7 ＹＫビル　１Ｆ
le parisien,"bistro, french, wine bar",3.47,ushigome kagurazaka station,東京都新宿区岩戸町19 高野ビル 1F
thesis,"bar, dining bar, wine bar",3.47,nogizaka station,東京都港区西麻布2-15-12 カルテットビル　１Ｆ
village vanguard diner machida lumine,"hamburgers, cafes, sweets (other)",3.47,machida station,東京都町田市原町田6-1-11 ルミネ町田店 9F
menya musashi takatora,"ramen, tsukemen",3.47,takadanobaba station,東京都新宿区高田馬場2-19-7 タックイレブンビル 1Ｆ
sun,"seafood dishes/seafood dishes, sushi, standing bar/izakaya/bar",3.47,monzennakacho station,東京都江東区富岡1-7-10 1Ｆ
yakisoba specialty tempura akasaka store,fried noodles,3.47,akasaka station,東京都港区赤坂3-6-13 赤坂MTビルNo2 1F
ippudo stand hamamatsucho,"ramen, stand-up izakaya/bar",3.47,daimon station,東京都港区浜松町1-27-6 マストライフ大門・浜松町 1F
minafuku,oden,3.47,ningyocho station,東京都中央区日本橋人形町2-11-12
aji no yokozuna,"chinese food, ramen, gyoza",3.47,hikifune station,東京都墨田区東向島2-22-2
geese,chinese cuisine,3.47,suehirocho station,東京都千代田区外神田3-10-10 白銀会館　Ｂ１Ｆ
darjeeling kasuga store,"indian food, indian curry, cafe",3.47,korakuen station,東京都文京区春日1-15-9 都営後楽園第１アパート 1F
asakusa eel sansho,"eel, loach",3.47,asakusa (tsukuba exp) station,東京都台東区西浅草2-25-7
kensington tea room,"tea shop, cakes, sandwiches",3.47,ikebukuro station,東京都豊島区南池袋1-28-1 西武池袋本店 3F
soba asanoya,"soba, udon, tempura",3.47,kojiya station,東京都大田区南蒲田2-18-4
motsuyaki public bar tsumiki kanda station store,"izakaya, motsuyaki, yakitori",3.47,kanda station,東京都千代田区神田鍛冶町2-12-13 1F･2F
kawakin senzoku store,"pork cutlet, curry rice, katsudon, katsuju",3.47,asakusa (tsukuba exp) station,東京都台東区浅草5-16-11
aromas of india 2.0,indian cuisine,3.47,iidabashi station,東京都新宿区神楽坂2-6-1 ポルタ神楽坂 2F
lisbon,"western food, omelet rice, katsudon/katsuju",3.47,asakusa (tsukuba exp) station,東京都台東区浅草1-25-18
yamada mongolia kanda north exit,"genghis khan, curry rice, yakiniku",3.47,kanda station,東京都千代田区鍛冶町2-11-22
chen family private vegetables shinjuku,"chinese food, izakaya, ramen",3.47,minami-shinjuku station,東京都渋谷区代々木2-15-9 加瀬ビル1F
kagurazaka squid center,"seafood/seafood dishes, izakaya, japanese food (other)",3.47,iidabashi station,東京都新宿区神楽坂4-3 神楽坂楽山ビル 2F
craft beer bar ibrew akihabara station store,"beer bar, izakaya/dining bar (others), bar/bar",3.47,iwamotocho station,東京都千代田区神田佐久間町3-38 大陽ビル 1F
katanamen shuya kayabacho branch,"sword-shaved noodles, chinese food, izakaya",3.47,kayabacho station,東京都中央区日本橋茅場町1-5-2
handsome cafeteria,"thai food, izakaya, thai curry",3.47,nishiogikubo station,東京都杉並区西荻南3-11-5
beer plus plus,"beer bar, beer hall/beer restaurant, bar/alcohol (other)",3.47,jujo station,東京都北区上十条2-7-13
momo okubo store,"nepali food, indian curry, izakaya",3.47,okubo station,東京都新宿区百人町1-20-15 ミツオキビル 2F
